Protein	UniquePeptides	TotalPSMs	Cp1	Cp2	Lf1	Lf2	Mt1	Mt2	Cp1_noPF	Cp2_noPF	Lf1_noPF	Lf2_noPF	Mt1_noPF	Mt2_noPF
Sconica_v3_28899-RA	4	6	516074681.42	222726594.21	0	154999986.86	0	0	516074681.42	149225873.05	0	0	0	0
Sconica_v3_28918-RA	3	3	46225308.12	61441699.65	138782808.52	264060303.23	73348376	0	0	0	106262947.7	101598417.83	0	0
Sconica_v3_28939-RA	2	3	0	0	206134844.52	145706179.14	23955792	5161556.79	0	0	206134844.52	80461898.83	0	0
Sconica_v3_28951-RA	9	15	28927018.44	26965699.37	998259638.05	2123648091.4	93516469.5	406629499.679	0	0	731855546.75	1865815246.9	0	0
Sconica_v3_28952-RA	10	28	53616251.79	65120696.13	231141094.98	572133894.13	7452444828	4703773422	0	0	66078129.55	308754300.5	7167822364	4443760254.5
Sconica_v3_28953-RA	5	8	0	0	0	122003626.42	1165584464	942787665.56	0	0	0	0	655671824	942787665.56
Sconica_v3_28959-RA	1	1	59939339.64	58712795.12	0	0	0	0	59939339.64	0	0	0	0	0
Sconica_v3_28963-RA	8	22	1073703820.43	706126634.18	875507365.58	3782037662.9	6377370580	316123071.54	1073703820.43	599663244.25	229888858.09	3753530411	0	0
Sconica_v3_28964-RA	7	11	196967096.37	136897309.13	73911518.52	1300078852.53	0	46627473.93	110904527.66	24438271.05	0	1300078852.53	0	0
Sconica_v3_28975-RA	4	5	0	14790346.68	284592672.68	520959409.7	17816396	75672440.51	0	0	106984922.11	520959409.7	0	0
Sconica_v3_28977-RA	1	1	0	0	192853932.6	472853054.5	0	0	0	0	0	472853054.5	0	0
Sconica_v3_28996-RA	25	54	294079113.11	445598013.96	12254222111.69	8499223028.5	2177007899	3306259540.803	16934771.26	72898949.42	11814051996.1	6474792316	1133429112	734460494.65
Sconica_v3_29000-RA	1	1	0	0	15688887.02	0	53630520	10064303.46	0	0	0	0	53630520	0
Sconica_v3_29079-RA	6	14	533680729.17	333089934.76	266368666.3	221970559.77	4430659420	3386859274.09	0	0	79234556.31	191778417.1	4373593272	3386859274.09
Sconica_v3_29089-RA	5	8	109458348.9	10723951.64	1008480116.088	2570234831.2	69489928	47706773.194	0	0	998742623	1952672291.2	0	0
Sconica_v3_29090-RA	1	1	0	10080667.55	0	0	0	0	0	10080667.55	0	0	0	0
Sconica_v3_29103-RA	4	8	729547127.61	368824359.39	790633362.33	1163385314.42	13765730	34305329.63	0	0	790633362.33	1163385314.42	0	0
Sconica_v3_29106-RA	14	24	17762287.23	5847740.13	38204938.91	30187658.77	1751479680	1181076580.915	0	0	0	0	1645427888	737596402.925
Sconica_v3_29162-RA	15	49	1515515241.63	2711466701.3	1921943461.27	141416520.43	5250116958	5434300953.97	911193412.2	2388302259.8	593543977.97	0	3968065414	4580998250.2
Sconica_v3_29189-RA	1	3	0	0	0	7976798820	0	0	0	0	0	7976798820	0	0
Sconica_v3_29199-RA	2	4	0	0	0	2951228564.9	0	0	0	0	0	2951228564.9	0	0
Sconica_v3_29213-RA	2	4	213797811.7	162979955.57	159235529	315758740	25044919	0	213797811.7	46848613.37	0	315758740	0	0
Sconica_v3_29228-RA	19	69	11826632029.95	14638570908.38	19451007595.59	14051534657.3	29998608946.75	1570504159.58	9927459703.53	14135382586.8	15627509550.59	5817493445.69	28709787216	611746660.9
Sconica_v3_29257-RA	24	96	16789584429	24947687429.54	9929395181.42	7497174892.049	483421698	656067584.86	12953010270.4	24642644801.94	8718797710.1	6234498940.33	139595008	330228039.36
Sconica_v3_29274-RA	1	1	0	0	0	69673713.97	0	0	0	0	0	69673713.97	0	0
Sconica_v3_29313-RA	1	1	6900836.27	0	8274127.265	29362189.2	0	0	0	0	0	29362189.2	0	0
Sconica_v3_29334-RA	3	3	0	0	193862038.3	213647936.4	0	14408800.1	0	0	0	213647936.4	0	0
Sconica_v3_29337-RA	2	11	22664452.7	80199552.93	1980809875.4	2469580582.8	747964695	586680091.91	0	0	1980809875.4	2469580582.8	747964695	586680091.91
Sconica_v3_29346-RA	29	180	72355630857.63	124370833520.81	80316481536.18	38181696637.02	62009160966.5	33337548886.09	65807354902.2	104902172910.71	68172155324.7	31282234140.5	60461091366	31529025422.69
Sconica_v3_29347-RA	6	13	484743289.73	1255393622.04	350549083.263	182503962.12	0	44475669.79	304944322.49	1255393622.04	214889519.88	87372783.63	0	0
Sconica_v3_29348-RA	1	1	84530604.13	31398336.53	41832652.77	2504483.741	0	0	0	31398336.53	0	0	0	0
Sconica_v3_29380-RA	3	4	13061297.86	0	22031642.79	499047965.9	79519544	31500003.88	0	0	0	499047965.9	0	0
Sconica_v3_29386-RA	1	2	23214680.87	52820690.67	0	6489648.823	0	0	0	52820690.67	0	6489648.823	0	0
Sconica_v3_29408-RA	1	2	0	0	0	56421961.92	0	0	0	0	0	56421961.92	0	0
Sconica_v3_29421-RA	3	3	76377767.709	218653421.24	366705108	924645237.7	0	18503608.04	0	0	127955268.1	602467162.8	0	0
Sconica_v3_29435-RA	36	133	30165997551.2	24106887862.24	17787352382.21	28826397544.85	4757296330	5011110131.43	24099067568.24	19380727937.55	15053641936	21713845837.11	3382747800	1681388377.25
Sconica_v3_29438-RA	1	1	0	0	10067762.28	54886768.74	81043744	9400950.939	0	0	0	54886768.74	0	0
Sconica_v3_29491-RA	2	2	0	0	218434695.21	189755343.82	0	0	0	0	119490211.8	143726948.5	0	0
Sconica_v3_29497-RA	27	66	502395606.65	209043856.87	335080523.23	901487336.102	14669062004	17405332801.37	0	0	102403164.63	561678892.38	13962754388	12683903529.97
Sconica_v3_29512-RA	2	3	65076384.16	53632930.64	141451886.77	180873458.23	0	15731475.93	65076384.16	53632930.64	62129127.19	0	0	0
Sconica_v3_29520-RA	2	2	0	0	107245043.14	197919890.5	0	0	0	0	107245043.14	0	0	0
Sconica_v3_29563-RA	1	2	33273026.79	36750483	14832114.01	20020515.81	82641816	43805326.91	0	0	0	0	82641816	43805326.91
Sconica_v3_29586-RA	9	17	78564222.31	61178927.09	2876647943.35	6581600391.39	318923972	253804139.507	0	0	2510427726.52	5855449351.8	70511704	0
Sconica_v3_29594-RA	6	19	1904884752.22	2215436262.3	2226742853.44	2461042037.74	641518132	381619927.34	1834172252	2215436262.3	1358065297.62	1977813261.9	0	0
Sconica_v3_29603-RA	12	44	2422730373.98	2976511303.811	2001656051.53	1250437265.36	683945801	1071872508.9	1441024830.47	2731248098.7	1380679984.34	402175456.54	514031484	659588607.04
Sconica_v3_29611-RA	10	35	2851425934.65	3615280552.88	2073030863.73	1915611471.93	155943468	117404323.32	2813812649.99	3573414019.23	1965574607.33	1905848363	0	42698194.52
Sconica_v3_29625-RA	5	6	259333552.231	0	428298613.62	846084449.27	38941625	227753248.33	0	0	73337155.22	846084449.27	0	0
Sconica_v3_29627-RA	5	8	173242871.75	461140889.48	282919961.14	231875857.26	25299242	62449903.38	103546257.51	406448750.74	129537734.81	164450862	0	0
Sconica_v3_29628-RA	4	6	330566506.78	276283047.65	276440121.05	307755611.12	0	29211694.54	272361191.95	201037042.3	86157744.16	123727716.56	0	0
Sconica_v3_29631-RA	28	143	38164949120.77	57500609899.27	33431515312.286	26247150864.35	3200959378	3451549853.681	38086470709.9	57018547043.74	30201136827.78	24154180905.44	1054243220	1172416486.91
Sconica_v3_29634-RA	4	6	51716722.27	92587949.43	216954080	246793497.61	0	0	51716722.27	61059191.15	0	210273278.94	0	0
Sconica_v3_29671-RA	2	3	0	0	38005331.6	169031137.52	5195629	0	0	0	38005331.6	169031137.52	0	0
Sconica_v3_29677-RA	21	36	351374777.978	382568104.27	2982355069.45	3447752241.43	1742862500	2194777577.51	0	0	2134598663.52	2450917110.14	977197906	377904572.28
Sconica_v3_29681-RA	2	2	0	0	173740099.02	39195423.96	12149056	0	0	0	173740099.02	0	0	0
Sconica_v3_29805-RA	2	4	0	0	140205963.62	227033427.5	35156168	0	0	0	140205963.62	227033427.5	0	0
Sconica_v3_29825-RA	1	1	538882270.9	0	68063698.67	62978315.14	26744434	28500051.88	0	0	0	62978315.14	0	0
Sconica_v3_29826-RA	5	22	4098736025.4	3622166200.2	2967401530	3307134100.94	146226368	587242812.43	4098736025.4	3622166200.2	2956941385.1	3238514901.9	56643736	96967595.23
Sconica_v3_29842-RA	1	1	0	0	70259416.9	159384618.8	618409344	685419646.5	0	0	0	159384618.8	0	0
Sconica_v3_29845-RA	7	19	1713954419.97	1318041724.52	529391230.67	776702483.61	360289620	433877937.785	1713954419.97	1232355972.9	163621448.8	310482989.4	0	0
Sconica_v3_29852-RA	1	1	0	69288043.51	876868276.5	154910854.3	0	0	0	0	876868276.5	0	0	0
Sconica_v3_29888-RA	2	2	7756200.824	18169966.49	228774641.25	518659370.8	0	0	0	18169966.49	0	518659370.8	0	0
Sconica_v3_29906-RA	2	2	2398118339	584453670.2	78166860.72	118688893.7	206691845	1259327467.43	0	0	78166860.72	118688893.7	0	0
Sconica_v3_29934-RA	3	4	52496469.83	35406395.27	191954206.32	61989719.23	32996876	19977396.66	52496469.83	35406395.27	135614497.7	0	0	0
Sconica_v3_29960-RA	1	1	44004704.85	36197716.96	0	0	0	0	0	36197716.96	0	0	0	0
Sconica_v3_29978-RA	2	3	11525769.32	7035646.552	179675694.48	472300731.3	2741774.75	0	0	0	179675694.48	256545947.4	0	0
Sconica_v3_30021-RA	3	3	0	0	126120352.79	1003773272.6	0	0	0	0	62584844.08	487315935.1	0	0
Sconica_v3_30025-RA	21	35	373747288.95	292344465.983	848956099.938	1304752761.66	3259953354	2983530101.454	0	0	0	0	2556250905	2775398973.85
Sconica_v3_30064-RA	7	10	7773142.904	14176362.72	793548052.57	1882330688.64	302054838	177851641.29	0	0	306068920.95	921834619.34	302054838	62646003.52
Sconica_v3_30068-RA	6	13	108208682.16	124149079.79	839329165.83	2521051298.5	63042700	96191309.54	0	0	706575792.4	2521051298.5	53788840	96191309.54
Sconica_v3_30074-RA	13	31	191816347.915	246298509.104	7491007749.7	8600479090.41	2106195714	2542655326.69	0	0	2938106202.6	8342905983.8	1736090652	1561921214.94
Sconica_v3_30100-RA	14	31	1166919341.836	1594544687.84	1716370024.06	2648729786.27	548018800	559087442.188	1053915806.536	1550268712.56	1337542634.48	252542885.5	50263204	28216967.92
Sconica_v3_30102-RA	5	15	1039223144.03	847039350.47	459911041.83	278832310.69	17728298	23979409.34	1039223144.03	847039350.47	314447059.43	83736747.33	0	0
Sconica_v3_30122-RA	8	9	478644911.44	620922831.36	267656359.7	282265155.54	86389736	48018102.75	45498342.68	536383916.62	82467478.94	0	0	0
Sconica_v3_30129-RA	3	4	0	0	247487987.29	803646524.8	38490388	6655349.928	0	0	33382479.71	803646524.8	0	0
Sconica_v3_30135-RA	9	34	3609763441	5353220585.3	3703836089.5	3674448188.5	493219324	511760095.23	2413180263	4818360172.4	3021440557.2	3208707440	251095600	275536886.61
Sconica_v3_30137-RA	1	1	0	0	0	35812344.32	11591711	0	0	0	0	35812344.32	0	0
Sconica_v3_30138-RA	1	1	0	0	0	69465665.3	0	0	0	0	0	69465665.3	0	0
Sconica_v3_30139-RA	4	7	0	168686956.29	223265725.5	831226361.7	76928612	40299123.1	0	0	162124330.93	831226361.7	21039884	0
Sconica_v3_30148-RA	6	14	100327121.3	0	1356300219.3	2449028338.8	6612405472	549534519.75	0	0	1356300219.3	1343297798	59192544	0
Sconica_v3_30150-RA	1	2	0	0	231954130.2	274262901	37008856	48142034.96	0	0	231954130.2	274262901	0	0
Sconica_v3_30153-RA	8	12	0	52391703.26	51249608.77	0	548598197	545793695.52	0	0	0	0	411160056	468919419.96
Sconica_v3_30174-RA	7	15	0	79003805.97	1416891780.14	1108470941.48	327972780	315974415.139	0	0	1258043213.24	955069413.58	110715248	113663447.8
Sconica_v3_30177-RA	7	10	210576848.7	0	738669409.83	1942420072.56	248807208	231031288.49	0	0	623918419.33	778617256.7	40963924	70022663.38
Sconica_v3_30186-RA	4	5	0	0	631813377.45	808287711.35	57073320	0	0	0	195343472.7	808287711.35	0	0
Sconica_v3_30243-RA	4	7	38187328.4	17207989.4	547612280.3	1393449848.5	67617836	246258510.32	0	0	350091488.7	1393449848.5	35344200	0
Sconica_v3_30250-RA	1	2	12027097.85	0	55300040.48	23475020.66	19167570	77889405.82	0	0	55300040.48	23475020.66	0	0
Sconica_v3_30289-RA	3	8	0	0	1193708761.7	1732429419.51	106324652.5	111137858.56	0	0	1193708761.7	1660461760.1	0	0
Sconica_v3_30298-RA	1	1	0	0	359926323.2	584537324.9	4884925	0	0	0	359926323.2	0	0	0
Sconica_v3_30299-RA	1	6	5347762692	2520434636	857416929.1	1395515323	41027656	0	5347762692	2520434636	857416929.1	1395515323	0	0
Sconica_v3_30300-RA	8	17	21496195.995	18335947.03	1158250338.93	1627654218.72	945914572	854625697.402	0	0	752187795.83	1534947639.22	72792688	0
Sconica_v3_30304-RA	3	3	0	0	226269765.7	1300880063.3	0	0	0	0	0	1300880063.3	0	0
Sconica_v3_30313-RA	3	4	0	0	273135398.64	549633773.48	30427512	24936234.38	0	0	93047617.91	549633773.48	0	0
Sconica_v3_30325-RA	1	4	0	0	954776.812	0	81510392	58620334.67	0	0	0	0	81510392	58620334.67
Sconica_v3_30344-RA	2	2	0	151072550.5	70922718.34	79414671.86	188841592	41177531.68	0	0	0	0	188841592	0
Sconica_v3_30364-RA	8	40	728586641.27	165375905.31	1640401666.6	2293713002.63	36991511872	40646150138	0	0	1203225033	631452870.3	36991511872	40646150138
Sconica_v3_30370-RA	1	4	21745317.15	36276703.76	455721058.9	469550854.6	32790630	62924697.09	0	0	455721058.9	469550854.6	32790630	0
Sconica_v3_30390-RA	5	7	39799700.82	0	358446731.93	656495335.92	3888175.75	0	0	0	190320234.1	656495335.92	0	0
Sconica_v3_30401-RA	21	34	1440951566.018	128670939.1	1575367045.861	1841912418.58	8258458428	4822963728.702	0	0	0	0	5247177980	4132056246.63
Sconica_v3_30411-RA	1	3	230242116.6	414193860.1	42575184.66	59480356.75	0	0	230242116.6	414193860.1	0	59480356.75	0	0
Sconica_v3_30412-RA	2	10	1975695417.8	2234129464.8	807701703.1	778445354.99	7795581	39864773.48	1975695417.8	2234129464.8	807701703.1	717358642.6	0	0
Sconica_v3_30415-RA	25	106	32501179238.72	31266728418.39	21003390832.623	20413467089.35	1116994617	1288928133.085	31908183046	27615532306.3	20737221141.7	18124058930.1	389959768	488601401.74
Sconica_v3_30426-RA	5	6	0	0	158955553.79	42467352.1	560466584	321665696.154	0	0	0	0	498564164	130154912.94
Sconica_v3_30428-RA	25	120	733763412.38	324429964.414	3541363666.79	3429668466.11	63644180121	69273456809.5	118641650.6	0	1820331742.62	2744571967.6	62750687139	67934897770.5
Sconica_v3_30460-RA	7	8	0	0	0	0	826406864	743620062.6	0	0	0	0	408387544	743620062.6
Sconica_v3_30462-RA	3	3	0	0	41330168.87	54316665.05	221033568	656622195.5	0	0	0	0	0	656622195.5
Sconica_v3_30570-RA	18	65	13229092496.73	15766840255.1	10724059978.02	12389226750.49	814497892	624731865.388	12117860544.73	13940412948.4	8903930081.2	9625668727.4	67483120	25822347.43
Sconica_v3_30576-RA	13	36	5064123695.97	5056189540.66	2204747922.62	1601144504.96	145873512	84859772.86	4566809197.77	5056189540.66	1915727734.75	725161220.49	0	0
Sconica_v3_30611-RA	8	13	706892565.04	879946993.98	210800640.21	164588713.03	164630836	349271126.196	482826164.86	791033093.61	93714756.73	0	0	0
Sconica_v3_30619-RA	1	6	34679248.75	59201400.4	28936116.27	0	56867828	56561918.83	34679248.75	0	0	0	56867828	56561918.83
Sconica_v3_30632-RA	17	29	1295642778.28	2883395754.38	1115347629.18	1699564789.36	1111739200	748413019.95	1005439442.28	1862843592.08	266509884.19	0	957172928	87142572.41
Sconica_v3_30652-RA	11	25	1689863118.42	3266657995.27	1508027511.33	894310754.26	19844855.5	208580748.222	1498278988.91	2638551263.6	807946079.94	550544076.9	0	0
Sconica_v3_30662-RA	10	14	95460876.858	0	680783339.99	1963122001.7	58790700	46023601.947	0	0	335376224.39	1963122001.7	0	0
Sconica_v3_30694-RA	2	3	0	0	202326234.54	411503042.08	0	37278277.01	0	0	25222678.64	411503042.08	0	0
Sconica_v3_30695-RA	10	32	177568719.13	640860377.55	939994595.92	2087688669.62	16094419888	12829547597.69	0	0	726627763.9	1724055543.1	15278369136	9979121417.09
Sconica_v3_30708-RA	10	29	111161121.79	98242649.723	14911738571.4	2724935179.85	1147081444	974694749.17	90974075.16	88867427.2	14911738571.4	1265657083.3	1110713328	815505349.5
Sconica_v3_30715-RA	14	40	381552176.387	320861261.13	746735199.55	1047397263.08	15181822412	10548213051.7	0	0	95996951.72	775819603.4	13726045140	10342103119.09
Sconica_v3_30717-RA	13	68	205148942.35	841132189.04	2548708283.037	4438734147	53808758182	57930605060.01	139050081.6	697090159.8	1350231855.9	3787526231.6	53752966054	57833001645.8
Sconica_v3_30718-RA	19	57	268088215.937	237037733.181	13126536151.59	14998853286.68	1759128445	1234974442.61	93849800.88	0	11985769085.4	11576714433.2	1709972865	802621685.76
Sconica_v3_30740-RA	7	13	703567333.69	780660696.83	327656769.007	361704745.14	102117005	43113938.105	75205057.42	780660696.83	143337097.74	193411190.89	0	0
Sconica_v3_30744-RA	8	10	2823668046.41	1468981844.67	689616792.17	1448476734.81	1664088668	1376492197.6	0	0	0	0	1432123036	534136836.3
Sconica_v3_30747-RA	21	54	2286445652.988	1272690372.46	1029661233.48	974944098.26	6486834402	6560828976.73	0	0	0	263673713.7	5751812418	6499840194.58
Sconica_v3_30766-RA	8	23	220526513.01	214996940.195	403555188.1	573900429.89	12806594283.5	13703080647.8	0	0	377851252.5	502701837.3	12799107888	13297260411.8
Sconica_v3_30768-RA	1	1	0	0	50844386.01	0	0	0	0	0	50844386.01	0	0	0
Sconica_v3_30770-RA	5	14	964044597.56	873917780.76	385524593.6	108861608.76	9472610	57311430.24	928163601.5	804962471.1	348458411.31	45704772.97	0	0
Sconica_v3_30783-RA	1	1	0	0	65109273.55	114046225.4	19681776	37046800.35	0	0	65109273.55	0	0	0
Sconica_v3_30784-RA	4	6	48558742.65	479073017.6	536481705.79	1120164510.8	106719363.5	76495368.537	0	0	536481705.79	961492699.7	0	0
Sconica_v3_30796-RA	10	104	136600292056.36	51225475525.07	96126933329.0254	130916391286.54	764443154	1519878912.102	136577475788.49	51225475525.07	96126933329.0254	130900855434.12	677922564	626993117.8
Sconica_v3_30802-RA	4	6	0	0	196802249.67	156192263.84	0	0	0	0	112572803.63	156192263.84	0	0
Sconica_v3_30809-RA	1	1	0	0	26442426.88	66442808.63	0	35233725.92	0	0	0	66442808.63	0	0
Sconica_v3_30849-RA	42	83	699801529.204	1099398761.706	3590869993.832	4827882955.61	19193668130	17975482968.38	0	0	279770427.69	696053679.22	14676774568	15737997078.52
Sconica_v3_30872-RA	1	3	0	0	8898203.355	0	101392034	121850049.2	0	0	0	0	101392034	121850049.2
Sconica_v3_30878-RA	2	5	0	0	324431584.6	630480671	0	0	0	0	324431584.6	630480671	0	0
Sconica_v3_30899-RA	2	4	6910944.681	0	352232487.77	752032798.3	0	0	0	0	352232487.77	752032798.3	0	0
Sconica_v3_30941-RA	7	10	101171521.69	35716822.14	1986790772.95	2271444411.3	49105788	85023833.14	0	0	1200666533.3	1467253121.3	0	0
Sconica_v3_30967-RA	25	42	1325355847.219	2892064499.425	5135875800.069	19560321363.33	1800702041	2026006553.062	0	0	4505563598.359	17004364934.33	0	0
Sconica_v3_30996-RA	3	5	66531482.9	0	204170989.16	399423810.87	0	0	0	0	204170989.16	399423810.87	0	0
Sconica_v3_31010-RA	3	3	26733756.722	36543844.17	0	0	121090620	200678408.63	0	0	0	0	52068196	145286115.69
Sconica_v3_31027-RA	10	31	153220685.258	338189951.48	5692624344.1	12518555448.34	814618700	950660925.597	39989610.27	91730244.32	5057939432.9	11055248486.34	193963684	418520993.38
Sconica_v3_31037-RA	11	28	84900650.067	169872680.27	7118292226	14065498074.2	666569413.25	608651725.2	25785619.38	140446403.67	6679060452.5	10560396215.2	244441968	494991642.8
Sconica_v3_31048-RA	16	32	135386753.658	137209842.457	1650937752.81	1942399842.67	2336411780	2037745223.01	0	52157883.67	986439451.69	1140727758.88	1486485376	1254887554.39
Sconica_v3_31065-RA	1	1	8777581.932	0	48402545.51	0	90694440	97646170.97	0	0	0	0	0	97646170.97
Sconica_v3_31090-RA	2	2	0	0	17088324.69	214755190.04	0	0	0	0	0	214755190.04	0	0
Sconica_v3_31113-RA	8	18	427252807.818	971797956.399	331607273.82	732683049.35	391363656	441700877.424	411299946.86	944307084.919	272359885.03	666219776.71	0	0
Sconica_v3_31163-RA	22	61	292509092.655	123215453.12	733328460.8766	749275675.1	14101885022	16694682467.97	0	0	320093593.54	272652019.8	13133995158	15124565946.84
Sconica_v3_31164-RA	14	32	4254533028.138	2990644029.59	712511091.999	2049627675.52	331316208.5	261266721.72	4161869515.188	1967776733.87	256983775.22	959352812.3	62327196	36626324.72
Sconica_v3_31193-RA	5	8	0	0	949898862.68	1521424687.5	33777092	66538570.781	0	0	718352850.6	1521424687.5	0	0
Sconica_v3_31200-RA	8	24	1563469097.6	2783423876.5	1476067906.36	2661017792.62	52711694	29761608.587	1563469097.6	2783423876.5	755230928.3	2059385434.7	0	0
Sconica_v3_31260-RA	6	9	1425529452.25	1655383391.47	1140992371.91	961405215.45	96310912	70803716	1369753634.13	72418035.47	197289369.82	173748534.8	0	0
Sconica_v3_31299-RA	1	1	0	0	59215212.05	0	410150144	568262424.2	0	0	59215212.05	0	0	0
Sconica_v3_31301-RA	3	3	267467459.5	295391509.8	274374366.92	568185023.8	0	18230940.35	0	0	0	568185023.8	0	0
Sconica_v3_31330-RA	24	105	12284240394.43	30276494593.483	12564571614.24	4188885986.767	1214442587.875	1222750208.402	10688503138.35	24645051286.583	12546734519.54	3331642197.657	282111577.875	677610546.5
Sconica_v3_31362-RA	7	8	8587679.799	0	6349028.154	0	376256880	209869069.44	0	0	0	0	376256880	52782751.83
Sconica_v3_31371-RA	1	1	0	0	13732684.33	0	42866632	42181674.19	0	0	0	0	42866632	0
Sconica_v3_31378-RA	42	104	172747871.24	3717071162.685	1713277136.494	3499818670.971	33660146060.5	31723715951.21	0	0	698753032.71	1600358911	29236271280.5	31141946596.72
Sconica_v3_31385-RA	1	1	0	17747823.05	73728776.97	108370802.6	0	0	0	0	73728776.97	0	0	0
Sconica_v3_31395-RA	6	8	0	50038696.62	408864096.41	400063883.93	217282541	184584915.18	0	0	251196758.93	207472831.6	68029337	133178194.83
Sconica_v3_31521-RA	9	12	55024356.636	62563558.34	161622270.77	457431657.25	3421570284	2524300148.8	0	0	0	0	2274146352	1657840926.9
Sconica_v3_31529-RA	1	1	0	0	6980497.442	29696869.84	5298792	7756943.811	0	0	0	0	5298792	0
Sconica_v3_31547-RA	1	2	0	0	63911100.38	172774153	989062528	401132050.9	0	0	63911100.38	172774153	0	0
Sconica_v3_32712-RA	2	2	55929831.71	58039976.57	51267730.83	0	0	0	0	58039976.57	0	0	0	0
Sconica_v3_32754-RA	12	25	331090479.8	241856524.58	4583224085.65	4799982332.22	1008868680	1050100720.325	0	104927726.6	4045432793.3	4435951980.02	0	49249791.18
Sconica_v3_32771-RA	18	35	1806582902.89	3131147515.54	1496805593.08	1566861856.826	699147939	716676743.78	957304413.75	3012464242.14	735257626.33	183318929.02	0	0
Sconica_v3_32782-RA	2	3	0	0	179397830.19	210306252.81	0	107768810.4	0	0	179397830.19	174519462.3	0	0
Sconica_v3_32828-RA	12	18	27543751.72	26469123.018	985408101.08	2230420259.81	48583692	22042921.87	0	0	710492803.92	1981930378.01	0	0
Sconica_v3_32834-RA	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Sconica_v3_32867-RA	1	2	8725564.043	0	238423302.5	378994098	0	0	0	0	238423302.5	378994098	0	0
Sconica_v3_32871-RA	11	23	469557280.5	611649281.32	660633773.44	897456923.5	79354888	136672771.66	355607046.2	611649281.32	461524478.7	518513732.11	0	0
Sconica_v3_32873-RA	1	1	0	0	18991489.17	49606595.97	0	0	0	0	0	49606595.97	0	0
Sconica_v3_32998-RA	19	89	34826584899.987	43490261561.747	35348145431.74	23118426256.68	2640411273.75	1742746799.47	34437939360.1	43333745195.7	27781957217.23	17651050656.5	1433483168	724227930.49
Sconica_v3_33153-RA	1	2	31595941.13	28627342.95	153242851.6	0	1485618816	1783998822	0	0	0	0	1485618816	1783998822
Sconica_v3_33239-RA	3	5	108801701.7	89197146.48	264643371.81	472986626.89	21120564	72408989.44	108801701.7	0	154772735.31	392422914.8	0	0
Sconica_v3_33245-RA	1	1	0	0	42200456.24	9519388.57	0	0	0	0	42200456.24	0	0	0
Sconica_v3_33301-RA	2	3	16489016.34	55901549.72	51750194.45	222703202.62	0	0	0	55901549.72	0	222703202.62	0	0
Sconica_v3_33321-RA	25	91	19818389627.68	36252721721.77	21366473306.87	7419411478.78	1663983839	3365308736.707	18716116105.3	27705005929.77	19743226136.27	4234945938.32	641609204	336587468.59
Sconica_v3_33395-RA	7	17	606188086.8	1255046867.28	643229179.06	330914074.88	30557334.25	45194480.3	224088781.48	1156219299.42	601819975.07	219730302.08	0	0
Sconica_v3_33437-RA	9	13	143817287.91	59660368.895	946138825	1087631063.9	311815835	829896910.28	0	0	765250064.7	416796357.9	60385247	480009113.92
Sconica_v3_33454-RA	3	4	0	0	265104739.29	633366750.6	0	0	0	0	243932686.12	262903486.9	0	0
Sconica_v3_33466-RA	1	1	0	0	117890423.3	184086818.5	0	0	0	0	117890423.3	0	0	0
Sconica_v3_33474-RA	2	2	0	0	0	114177833.7	0	0	0	0	0	114177833.7	0	0
Sconica_v3_33501-RA	6	29	3008236564.6	4030013720.8	2207429384.3	877309626.4	223085686	112188743.426	3008236564.6	4030013720.8	2207429384.3	756121673.3	0	77775705.19
Sconica_v3_33523-RA	1	1	0	0	79116435.26	79153993.63	0	0	0	0	79116435.26	0	0	0
Sconica_v3_33610-RA	2	2	0	0	290872016.98	176341229.28	0	0	0	0	68206564.28	122577013.7	0	0
Sconica_v3_33667-RA	18	36	356352940.512	297436082.716	246658271.35	697344081.638	11060166931	10930440120.874	0	0	0	0	9808972999	10605599584.15
Sconica_v3_33772-RA	6	26	159932667.8	116052714.99	120687693.1868	132937293.5	13172341016	13563696244.3	0	0	0	0	13172341016	13563696244.3
Sconica_v3_33783-RA	4	5	162761448.84	417122192.31	123224106.03	26095065.14	38223714.5	0	108797044.9	417122192.31	0	0	0	0
Sconica_v3_33824-RA	14	22	359735330.842	181892049.62	168534113.45	99059208.58	4057257285	2118184936.23	0	0	0	0	3842066585	1811801763.85
Sconica_v3_33841-RA	5	6	0	6827872.961	90948023.48	240490211.65	242904272	112213141.93	0	0	0	24039435.83	211944480	83234149.13
Sconica_v3_33868-RA	29	50	848932254.314	886869706.885	3090060446.649	7643563067.201	5131293980	5934344383.649	0	0	1275649799.86	3521052664.001	1167721504	5095346419.96
Sconica_v3_33875-RA	6	11	336365236.1	223473389.94	4148073458.8	2957787387.4	463283474	463287536.81	0	0	3960658778.2	2127695536	191638320	184569417
Sconica_v3_33880-RA	10	45	247249133.555	260122017.59	1473385472.59	2199909766.88	19261989751	21523893167.62	0	74886658.85	1421971508.2	1572320184.9	19261989751	21523893167.62
Sconica_v3_33895-RA	4	4	0	0	0	31957953.39	293277762	167543449.28	0	0	0	0	142242450	94237918.22
Sconica_v3_33915-RA	3	7	1306320427.25	470886916.12	211134995.69	45623221.29	628203792	549589522.12	0	30912298.22	66892343.14	0	400649104	549589522.12
Sconica_v3_33921-RA	6	12	13933644.31	36578488.64	31322661.575	136715551.32	647915046	613274816.83	0	0	0	0	647915046	298099581.33
