"Master Protein Accessions","conica_chloroplast_1","conica_chloroplast_2","conica_mito_1","conica_mito_2","conica_nuclear_1","conica_nuclear_2"
"FUN_041742-T1",0,0,0,0,5,14
"FUN_042285-T1",0,0,0,0,1,2
"FUN_042424-T1",0,0,0,0,1,0
"FUN_043575-T1",0,0,0,0,5,5
"FUN_043641-T1",0,0,0,0,5,12
"FUN_044362-T1",0,0,0,0,1,5
"FUN_044516-T1",0,0,0,0,1,0
"FUN_044692-T1",0,0,0,0,1,0
"FUN_045063-T1",0,0,0,0,1,0
"FUN_045372-T1",0,0,0,0,1,0
"FUN_045586-T1",0,0,0,0,2,10
"FUN_046035-T1",0,0,0,0,2,2
"FUN_046482-T1",0,0,0,0,1,0
"FUN_046796-T1",0,0,0,0,8,3
"FUN_049252-T1",0,0,0,0,2,4
"FUN_049583-T1",0,0,0,0,1,0
"FUN_049956-T1",0,0,0,0,2,7
"FUN_050177-T1",0,0,0,0,7,5
"FUN_051241-T1",0,0,0,0,8,14
"FUN_051800-T1",0,0,0,0,1,0
"FUN_053077-T1",0,0,0,0,1,0
"FUN_054109-T1",0,0,0,0,4,4
"Sconica_v3_00349-RA",0,0,0,0,1,0
"Sconica_v3_00351-RA",0,0,0,0,4,0
"Sconica_v3_00421-RA",0,0,0,0,5,0
"Sconica_v3_00591-RA",0,0,0,0,2,2
"Sconica_v3_00603-RA",0,0,0,0,1,1
"Sconica_v3_00778-RA",0,0,0,0,3,3
"Sconica_v3_00857-RA",0,0,0,0,1,2
"Sconica_v3_01071-RA",0,0,0,0,2,1
"Sconica_v3_01280-RA",0,0,0,0,1,2
"Sconica_v3_01357-RA",0,0,0,0,1,2
"Sconica_v3_01687-RA",0,0,0,0,7,0
"Sconica_v3_02040-RA",0,0,0,0,1,1
"Sconica_v3_02429-RA",0,0,0,0,3,5
"Sconica_v3_02505-RA",0,0,0,0,1,0
"Sconica_v3_02567-RA",0,0,0,0,1,1
"Sconica_v3_02656-RA",0,0,0,0,1,1
"Sconica_v3_02769-RA",0,0,0,0,1,0
"Sconica_v3_03011-RA",0,0,0,0,1,10
"Sconica_v3_03132-RA",0,0,0,0,3,3
"Sconica_v3_03171-RA",0,0,0,0,1,0
"Sconica_v3_03192-RA",0,0,0,0,1,0
"Sconica_v3_03197-RA",0,0,0,0,2,0
"Sconica_v3_03226-RA",0,0,0,0,3,4
"Sconica_v3_03808-RA",0,0,0,0,1,1
"Sconica_v3_03860-RA",0,0,0,0,2,0
"Sconica_v3_03915-RA",0,0,0,0,5,3
"Sconica_v3_04007-RA",0,0,0,0,1,2
"Sconica_v3_04023-RA",0,0,0,0,1,3
"Sconica_v3_04031-RA",0,0,0,0,3,3
"Sconica_v3_04350-RA",0,0,0,0,3,5
"Sconica_v3_04382-RA",0,0,0,0,1,1
"Sconica_v3_04420-RA",0,0,0,0,1,1
"Sconica_v3_04572-RA",0,0,0,0,1,1
"Sconica_v3_04654-RA",0,0,0,0,1,4
"Sconica_v3_04655-RA",0,0,0,0,2,1
"Sconica_v3_04736-RA",0,0,0,0,10,14
"Sconica_v3_04966-RA",0,0,0,0,1,1
"Sconica_v3_05026-RA",0,0,0,0,1,2
"Sconica_v3_05061-RA",0,0,0,0,1,1
"Sconica_v3_05073-RA",0,0,0,0,1,0
"Sconica_v3_05084-RA",0,0,0,0,2,0
"Sconica_v3_05136-RA",0,0,0,0,1,0
"Sconica_v3_05146-RA",0,0,0,0,1,4
"Sconica_v3_05204-RA",0,0,0,0,3,4
"Sconica_v3_05216-RA",0,0,0,0,7,8
"Sconica_v3_05259-RA",0,0,0,0,2,2
"Sconica_v3_05358-RA",0,0,0,0,2,6
"Sconica_v3_05396-RA",0,0,0,0,3,0
"Sconica_v3_05522-RA",0,0,0,0,1,0
"Sconica_v3_05762-RA",0,0,0,0,7,5
"Sconica_v3_05789-RA",0,0,0,0,1,0
"Sconica_v3_05802-RA",0,0,0,0,2,3
"Sconica_v3_05820-RA",0,0,0,0,1,4
"Sconica_v3_05900-RA",0,0,0,0,16,24
"Sconica_v3_05937-RA",0,0,0,0,2,1
"Sconica_v3_06017-RA",0,0,0,0,1,0
"Sconica_v3_06064-RA",0,0,0,0,2,0
"Sconica_v3_06103-RA",0,0,0,0,1,1
"Sconica_v3_06106-RA",0,0,0,0,5,5
"Sconica_v3_06248-RA",0,0,0,0,3,0
"Sconica_v3_06264-RA",0,0,0,0,7,2
"Sconica_v3_06412-RA",0,0,0,0,1,0
"Sconica_v3_06563-RA",0,0,0,0,1,0
"Sconica_v3_06701-RA",0,0,0,0,1,0
"Sconica_v3_06757-RA",0,0,0,0,2,0
"Sconica_v3_06894-RA",0,0,0,0,1,0
"Sconica_v3_07051-RA",0,0,0,0,1,0
"Sconica_v3_07213-RA",0,0,0,0,4,1
"Sconica_v3_07273-RA",0,0,0,0,1,1
"Sconica_v3_07276-RA",0,0,0,0,4,4
"Sconica_v3_07545-RA",0,0,0,0,1,3
"Sconica_v3_07705-RA",0,0,0,0,2,1
"Sconica_v3_07708-RA",0,0,0,0,1,0
"Sconica_v3_07830-RA",0,0,0,0,1,1
"Sconica_v3_07960-RA",0,0,0,0,1,0
"Sconica_v3_08397-RA",0,0,0,0,3,4
"Sconica_v3_08468-RA",0,0,0,0,2,4
"Sconica_v3_08485-RA",0,0,0,0,1,0
"Sconica_v3_08830-RA",0,0,0,0,1,2
"Sconica_v3_08891-RA",0,0,0,0,2,4
"Sconica_v3_08913-RA",0,0,0,0,4,2
"Sconica_v3_08946-RA",0,0,0,0,2,3
"Sconica_v3_09102-RA",0,0,0,0,2,2
"Sconica_v3_09216-RA",0,0,0,0,2,1
"Sconica_v3_09223-RA",0,0,0,0,1,2
"Sconica_v3_09265-RA",0,0,0,0,1,0
"Sconica_v3_09342-RA",0,0,0,0,1,3
"Sconica_v3_09357-RA",0,0,0,0,1,0
"Sconica_v3_09461-RA",0,0,0,0,1,2
"Sconica_v3_09480-RA",0,0,0,0,1,0
"Sconica_v3_09524-RA",0,0,0,0,1,0
"Sconica_v3_09525-RA",0,0,0,0,2,1
"Sconica_v3_09608-RA",0,0,0,0,1,0
"Sconica_v3_09670-RA",0,0,0,0,2,1
"Sconica_v3_10015-RA",0,0,0,0,1,1
"Sconica_v3_10110-RA",0,0,0,0,1,3
"Sconica_v3_10119-RA",0,0,0,0,3,2
"Sconica_v3_10207-RA",0,0,0,0,1,0
"Sconica_v3_10212-RA",0,0,0,0,2,5
"Sconica_v3_10391-RA",0,0,0,0,9,11
"Sconica_v3_10459-RA",0,0,0,0,1,0
"Sconica_v3_10489-RA",0,0,0,0,1,2
"Sconica_v3_10600-RA",0,0,0,0,1,1
"Sconica_v3_10722-RA",0,0,0,0,1,0
"Sconica_v3_10763-RA",0,0,0,0,1,0
"Sconica_v3_10960-RA",0,0,0,0,2,0
"Sconica_v3_10991-RA",0,0,0,0,4,4
"Sconica_v3_11033-RA",0,0,0,0,3,5
"Sconica_v3_11312-RA",0,0,0,0,1,1
"Sconica_v3_11356-RA",0,0,0,0,1,1
"Sconica_v3_11360-RA",0,0,0,0,4,2
"Sconica_v3_11405-RA",0,0,0,0,8,7
"Sconica_v3_11479-RA",0,0,0,0,1,0
"Sconica_v3_11487-RA",0,0,0,0,1,2
"Sconica_v3_11507-RA",0,0,0,0,1,2
"Sconica_v3_11524-RA",0,0,0,0,1,1
"Sconica_v3_11594-RA",0,0,0,0,1,1
"Sconica_v3_11651-RA",0,0,0,0,3,1
"Sconica_v3_11665-RA",0,0,0,0,8,5
"Sconica_v3_11667-RA",0,0,0,0,1,1
"Sconica_v3_11905-RA",0,0,0,0,1,0
"Sconica_v3_12030-RA",0,0,0,0,7,5
"Sconica_v3_12128-RA",0,0,0,0,1,1
"Sconica_v3_12207-RA",0,0,0,0,1,3
"Sconica_v3_12225-RA",0,0,0,0,4,2
"Sconica_v3_12278-RA",0,0,0,0,1,0
"Sconica_v3_12313-RA",0,0,0,0,2,0
"Sconica_v3_12315-RA",0,0,0,0,6,5
"Sconica_v3_12355-RA",0,0,0,0,1,2
"Sconica_v3_12378-RA",0,0,0,0,1,2
"Sconica_v3_12386-RA",0,0,0,0,1,1
"Sconica_v3_12421-RA",0,0,0,0,1,4
"Sconica_v3_12513-RA",0,0,0,0,2,1
"Sconica_v3_12625-RA",0,0,0,0,2,0
"Sconica_v3_12626-RA",0,0,0,0,8,8
"Sconica_v3_12670-RA",0,0,0,0,7,6
"Sconica_v3_12707-RA",0,0,0,0,8,8
"Sconica_v3_12760-RA",0,0,0,0,1,1
"Sconica_v3_12800-RA",0,0,0,0,2,3
"Sconica_v3_12888-RA",0,0,0,0,2,1
"Sconica_v3_12982-RA",0,0,0,0,3,6
"Sconica_v3_12991-RA",0,0,0,0,4,1
"Sconica_v3_13015-RA",0,0,0,0,1,0
"Sconica_v3_13413-RA",0,0,0,0,2,0
"Sconica_v3_13475-RA",0,0,0,0,1,2
"Sconica_v3_13663-RA",0,0,0,0,6,0
"Sconica_v3_13684-RA",0,0,0,0,2,6
"Sconica_v3_13782-RA",0,0,0,0,7,9
"Sconica_v3_13855-RA",0,0,0,0,2,4
"Sconica_v3_13860-RA",0,0,0,0,1,0
"Sconica_v3_13898-RA",0,0,0,0,1,2
"Sconica_v3_14117-RA",0,0,0,0,1,2
"Sconica_v3_14196-RA",0,0,0,0,1,1
"Sconica_v3_14236-RA",0,0,0,0,1,0
"Sconica_v3_14254-RA",0,0,0,0,1,3
"Sconica_v3_14304-RA",0,0,0,0,9,5
"Sconica_v3_14372-RA",0,0,0,0,6,4
"Sconica_v3_14517-RA",0,0,0,0,5,5
"Sconica_v3_14617-RA",0,0,0,0,16,14
"Sconica_v3_14710-RA",0,0,0,0,2,1
"Sconica_v3_14932-RA",0,0,0,0,1,0
"Sconica_v3_15641-RA",0,0,0,0,1,2
"Sconica_v3_15700-RA",0,0,0,0,1,3
"Sconica_v3_15731-RA",0,0,0,0,2,2
"Sconica_v3_15812-RA",0,0,0,0,2,0
"Sconica_v3_15838-RA",0,0,0,0,1,0
"Sconica_v3_15944-RA",0,0,0,0,1,2
"Sconica_v3_15992-RA",0,0,0,0,5,9
"Sconica_v3_15994-RA",0,0,0,0,3,3
"Sconica_v3_16092-RA",0,0,0,0,3,5
"Sconica_v3_16102-RA",0,0,0,0,1,0
"Sconica_v3_16144-RA",0,0,0,0,1,2
"Sconica_v3_16239-RA",0,0,0,0,1,2
"Sconica_v3_16438-RA",0,0,0,0,2,1
"Sconica_v3_16441-RA",0,0,0,0,4,6
"Sconica_v3_16599-RA",0,0,0,0,1,0
"Sconica_v3_16708-RA",0,0,0,0,1,0
"Sconica_v3_16770-RA",0,0,0,0,2,6
"Sconica_v3_16794-RA",0,0,0,0,2,0
"Sconica_v3_16860-RA",0,0,0,0,1,16
"Sconica_v3_16907-RA",0,0,0,0,1,1
"Sconica_v3_17002-RA",0,0,0,0,7,10
"Sconica_v3_17015-RA",0,0,0,0,1,1
"Sconica_v3_17145-RA",0,0,0,0,1,1
"Sconica_v3_17191-RA",0,0,0,0,1,3
"Sconica_v3_17199-RA",0,0,0,0,3,2
"Sconica_v3_17246-RA",0,0,0,0,2,0
"Sconica_v3_17339-RA",0,0,0,0,1,9
"Sconica_v3_17360-RA",0,0,0,0,2,5
"Sconica_v3_17547-RA",0,0,0,0,3,1
"Sconica_v3_17561-RA",0,0,0,0,4,3
"Sconica_v3_17685-RA",0,0,0,0,1,1
"Sconica_v3_17777-RA",0,0,0,0,1,1
"Sconica_v3_17791-RA",0,0,0,0,4,10
"Sconica_v3_17812-RA",0,0,0,0,1,3
"Sconica_v3_17858-RA",0,0,0,0,1,3
"Sconica_v3_17904-RA",0,0,0,0,2,2
"Sconica_v3_17923-RA",0,0,0,0,1,0
"Sconica_v3_17925-RA",0,0,0,0,1,2
"Sconica_v3_17927-RA",0,0,0,0,1,0
"Sconica_v3_18020-RA",0,0,0,0,3,3
"Sconica_v3_18023-RA",0,0,0,0,1,1
"Sconica_v3_18062-RA",0,0,0,0,3,4
"Sconica_v3_18064-RA",0,0,0,0,1,0
"Sconica_v3_18149-RA",0,0,0,0,5,2
"Sconica_v3_18164-RA",0,0,0,0,1,2
"Sconica_v3_18266-RA",0,0,0,0,1,1
"Sconica_v3_18280-RA",0,0,0,0,7,10
"Sconica_v3_18374-RA",0,0,0,0,1,2
"Sconica_v3_18394-RA",0,0,0,0,1,1
"Sconica_v3_18436-RA",0,0,0,0,3,3
"Sconica_v3_18453-RA",0,0,0,0,1,0
"Sconica_v3_18473-RA",0,0,0,0,3,1
"Sconica_v3_18475-RA",0,0,0,0,1,1
"Sconica_v3_18556-RA",0,0,0,0,1,2
"Sconica_v3_18576-RA",0,0,0,0,1,1
"Sconica_v3_18731-RA",0,0,0,0,1,0
"Sconica_v3_18742-RA",0,0,0,0,1,1
"Sconica_v3_18836-RA",0,0,0,0,12,5
"Sconica_v3_18840-RA",0,0,0,0,1,0
"Sconica_v3_18937-RA",0,0,0,0,1,0
"Sconica_v3_18952-RA",0,0,0,0,1,0
"Sconica_v3_19001-RA",0,0,0,0,1,1
"Sconica_v3_19003-RA",0,0,0,0,2,0
"Sconica_v3_19004-RA",0,0,0,0,2,0
"Sconica_v3_19035-RA",0,0,0,0,4,7
"Sconica_v3_19047-RA",0,0,0,0,2,11
"Sconica_v3_19049-RA",0,0,0,0,1,6
"Sconica_v3_19078-RA",0,0,0,0,1,0
"Sconica_v3_19136-RA",0,0,0,0,1,0
"Sconica_v3_19184-RA",0,0,0,0,2,1
"Sconica_v3_19232-RA",0,0,0,0,10,15
"Sconica_v3_19476-RA",0,0,0,0,2,2
"Sconica_v3_19511-RA",0,0,0,0,1,0
"Sconica_v3_19852-RA",0,0,0,0,3,2
"Sconica_v3_19908-RA",0,0,0,0,2,2
"Sconica_v3_20342-RA",0,0,0,0,1,1
"Sconica_v3_20482-RA",0,0,0,0,5,4
"Sconica_v3_20546-RA",0,0,0,0,1,2
"Sconica_v3_20570-RA",0,0,0,0,1,3
"Sconica_v3_20578-RA",0,0,0,0,2,2
"Sconica_v3_20621-RA",0,0,0,0,1,1
"Sconica_v3_20660-RA",0,0,0,0,2,1
"Sconica_v3_20674-RA",0,0,0,0,1,0
"Sconica_v3_20857-RA",0,0,0,0,4,13
"Sconica_v3_21132-RA",0,0,0,0,1,0
"Sconica_v3_21461-RA",0,0,0,0,2,1
"Sconica_v3_21663-RA",0,0,0,0,1,2
"Sconica_v3_21666-RA",0,0,0,0,1,0
"Sconica_v3_21711-RA",0,0,0,0,1,1
"Sconica_v3_21843-RA",0,0,0,0,1,0
"Sconica_v3_21869-RA",0,0,0,0,10,11
"Sconica_v3_21906-RA",0,0,0,0,3,1
"Sconica_v3_21932-RA",0,0,0,0,3,5
"Sconica_v3_21992-RA",0,0,0,0,7,14
"Sconica_v3_22033-RA",0,0,0,0,3,2
"Sconica_v3_22154-RA",0,0,0,0,2,1
"Sconica_v3_22178-RA",0,0,0,0,1,1
"Sconica_v3_22203-RA",0,0,0,0,4,4
"Sconica_v3_22216-RA",0,0,0,0,1,0
"Sconica_v3_22300-RA",0,0,0,0,3,4
"Sconica_v3_22382-RA",0,0,0,0,2,3
"Sconica_v3_22427-RA",0,0,0,0,7,7
"Sconica_v3_22518-RA",0,0,0,0,1,1
"Sconica_v3_22584-RA",0,0,0,0,1,5
"Sconica_v3_22586-RA",0,0,0,0,1,1
"Sconica_v3_22691-RA",0,0,0,0,1,0
"Sconica_v3_22752-RA",0,0,0,0,1,0
"Sconica_v3_22754-RA",0,0,0,0,1,2
"Sconica_v3_22930-RA",0,0,0,0,4,1
"Sconica_v3_23074-RA",0,0,0,0,1,1
"Sconica_v3_23075-RA",0,0,0,0,4,5
"Sconica_v3_23326-RA",0,0,0,0,2,1
"Sconica_v3_23444-RA",0,0,0,0,1,1
"Sconica_v3_23467-RA",0,0,0,0,1,1
"Sconica_v3_23513-RA",0,0,0,0,3,3
"Sconica_v3_23695-RA",0,0,0,0,1,1
"Sconica_v3_23784-RA",0,0,0,0,7,6
"Sconica_v3_23787-RA",0,0,0,0,1,2
"Sconica_v3_23880-RA",0,0,0,0,1,0
"Sconica_v3_23947-RA",0,0,0,0,4,1
"Sconica_v3_23979-RA",0,0,0,0,2,1
"Sconica_v3_23996-RA",0,0,0,0,1,0
"Sconica_v3_24000-RA",0,0,0,0,1,2
"Sconica_v3_24086-RA",0,0,0,0,2,1
"Sconica_v3_24185-RA",0,0,0,0,1,0
"Sconica_v3_24334-RA",0,0,0,0,1,0
"Sconica_v3_24398-RA",0,0,0,0,1,2
"Sconica_v3_24484-RA",0,0,0,0,1,3
"Sconica_v3_24546-RA",0,0,0,0,1,0
"Sconica_v3_24564-RA",0,0,0,0,2,3
"Sconica_v3_24603-RA",0,0,0,0,8,7
"Sconica_v3_24614-RA",0,0,0,0,1,1
"Sconica_v3_24704-RA",0,0,0,0,1,0
"Sconica_v3_24780-RA",0,0,0,0,1,1
"Sconica_v3_24881-RA",0,0,0,0,4,2
"Sconica_v3_24890-RA",0,0,0,0,2,0
"Sconica_v3_24964-RA",0,0,0,0,1,0
"Sconica_v3_24985-RA",0,0,0,0,4,2
"Sconica_v3_25040-RA",0,0,0,0,6,7
"Sconica_v3_25060-RA",0,0,0,0,2,3
"Sconica_v3_25170-RA",0,0,0,0,5,2
"Sconica_v3_25180-RA",0,0,0,0,2,0
"Sconica_v3_25266-RA",0,0,0,0,1,3
"Sconica_v3_25283-RA",0,0,0,0,1,3
"Sconica_v3_25316-RA",0,0,0,0,1,0
"Sconica_v3_25331-RA",0,0,0,0,4,0
"Sconica_v3_25345-RA",0,0,0,0,1,0
"Sconica_v3_25452-RA",0,0,0,0,1,0
"Sconica_v3_25460-RA",0,0,0,0,5,0
"Sconica_v3_25580-RA",0,0,0,0,1,2
"Sconica_v3_25647-RA",0,0,0,0,2,2
"Sconica_v3_25678-RA",0,0,0,0,6,7
"Sconica_v3_25697-RA",0,0,0,0,1,0
"Sconica_v3_25723-RA",0,0,0,0,1,0
"Sconica_v3_26073-RA",0,0,0,0,2,2
"Sconica_v3_26115-RA",0,0,0,0,2,1
"Sconica_v3_26235-RA",0,0,0,0,1,0
"Sconica_v3_26255-RA",0,0,0,0,1,1
"Sconica_v3_26274-RA",0,0,0,0,2,3
"Sconica_v3_26293-RA",0,0,0,0,3,2
"Sconica_v3_26575-RA",0,0,0,0,1,3
"Sconica_v3_26576-RA",0,0,0,0,7,1
"Sconica_v3_26578-RA",0,0,0,0,4,9
"Sconica_v3_26602-RA",0,0,0,0,3,1
"Sconica_v3_26696-RA",0,0,0,0,5,2
"Sconica_v3_26806-RA",0,0,0,0,1,0
"Sconica_v3_27308-RA",0,0,0,0,2,2
"Sconica_v3_27458-RA",0,0,0,0,2,1
"Sconica_v3_27482-RA",0,0,0,0,2,0
"Sconica_v3_27811-RA",0,0,0,0,2,0
"Sconica_v3_28072-RA",0,0,0,0,5,5
"Sconica_v3_28116-RA",0,0,0,0,1,2
"Sconica_v3_28170-RA",0,0,0,0,1,1
"Sconica_v3_28263-RA",0,0,0,0,2,1
"Sconica_v3_28308-RA",0,0,0,0,3,3
"Sconica_v3_28422-RA",0,0,0,0,1,0
"Sconica_v3_28454-RA",0,0,0,0,2,3
"Sconica_v3_28504-RA",0,0,0,0,4,4
"Sconica_v3_28583-RA",0,0,0,0,4,3
"Sconica_v3_28600-RA",0,0,0,0,3,7
"Sconica_v3_28694-RA",0,0,0,0,4,2
"Sconica_v3_28732-RA",0,0,0,0,1,0
"Sconica_v3_28775-RA",0,0,0,0,1,0
"Sconica_v3_28785-RA",0,0,0,0,4,14
"Sconica_v3_28797-RA",0,0,0,0,1,0
"Sconica_v3_28851-RA",0,0,0,0,1,0
"Sconica_v3_28856-RA",0,0,0,0,2,2
"Sconica_v3_28860-RA",0,0,0,0,1,3
"Sconica_v3_28889-RA",0,0,0,0,1,3
"Sconica_v3_28918-RA",0,0,0,0,1,2
"Sconica_v3_28939-RA",0,0,0,0,3,1
"Sconica_v3_28951-RA",0,0,0,0,8,8
"Sconica_v3_28967-RA",0,0,0,0,1,0
"Sconica_v3_28975-RA",0,0,0,0,2,4
"Sconica_v3_29089-RA",0,0,0,0,5,5
"Sconica_v3_29103-RA",0,0,0,0,4,4
"Sconica_v3_29199-RA",0,0,0,0,1,4
"Sconica_v3_29304-RA",0,0,0,0,1,0
"Sconica_v3_29421-RA",0,0,0,0,4,2
"Sconica_v3_29491-RA",0,0,0,0,1,2
"Sconica_v3_29520-RA",0,0,0,0,2,0
"Sconica_v3_29625-RA",0,0,0,0,1,6
"Sconica_v3_29671-RA",0,0,0,0,1,2
"Sconica_v3_29681-RA",0,0,0,0,2,0
"Sconica_v3_29805-RA",0,0,0,0,2,2
"Sconica_v3_29842-RA",0,0,0,0,2,3
"Sconica_v3_29852-RA",0,0,0,0,1,0
"Sconica_v3_29978-RA",0,0,0,0,2,1
"Sconica_v3_30021-RA",0,0,0,0,1,3
"Sconica_v3_30035-RA",0,0,0,0,1,0
"Sconica_v3_30129-RA",0,0,0,0,1,3
"Sconica_v3_30150-RA",0,0,0,0,1,1
"Sconica_v3_30186-RA",0,0,0,0,1,4
"Sconica_v3_30250-RA",0,0,0,0,1,1
"Sconica_v3_30298-RA",0,0,0,0,2,0
"Sconica_v3_30313-RA",0,0,0,0,1,3
"Sconica_v3_30333-RA",0,0,0,0,1,1
"Sconica_v3_30390-RA",0,0,0,0,2,5
"Sconica_v3_30642-RA",0,0,0,0,1,0
"Sconica_v3_30662-RA",0,0,0,0,4,10
"Sconica_v3_30694-RA",0,0,0,0,1,2
"Sconica_v3_30768-RA",0,0,0,0,1,0
"Sconica_v3_30783-RA",0,0,0,0,1,0
"Sconica_v3_30802-RA",0,0,0,0,3,3
"Sconica_v3_30878-RA",0,0,0,0,2,3
"Sconica_v3_30899-RA",0,0,0,0,2,2
"Sconica_v3_30941-RA",0,0,0,0,5,6
"Sconica_v3_30967-RA",0,0,0,0,16,26
"Sconica_v3_30996-RA",0,0,0,0,2,3
"Sconica_v3_31193-RA",0,0,0,0,3,6
"Sconica_v3_31385-RA",0,0,0,0,1,0
"Sconica_v3_31547-RA",0,0,0,0,1,1
"Sconica_v3_32782-RA",0,0,0,0,2,1
"Sconica_v3_32818-RA",0,0,0,0,1,0
"Sconica_v3_32828-RA",0,0,0,0,7,13
"Sconica_v3_32834-RA",0,0,0,0,1,0
"Sconica_v3_32867-RA",0,0,0,0,1,1
"Sconica_v3_32873-RA",0,0,0,0,1,1
"Sconica_v3_33245-RA",0,0,0,0,1,0
"Sconica_v3_33454-RA",0,0,0,0,2,2
"Sconica_v3_33466-RA",0,0,0,0,2,1
"Sconica_v3_33474-RA",0,0,0,0,1,1
"Sconica_v3_33523-RA",0,0,0,0,1,0
"Sconica_v3_33610-RA",0,0,0,0,1,1
"Sconica_v3_33954-RA",0,0,0,0,2,0
"Sconica_v3_34010-RA",0,0,0,0,5,5
"Sconica_v3_34205-RA",0,0,0,0,7,4
"Sconica_v3_34281-RA",0,0,0,0,1,1
"Sconica_v3_34292-RA",0,0,0,0,11,18
"Sconica_v3_34328-RA",0,0,0,0,1,2
"Sconica_v3_34345-RA",0,0,0,0,2,1
"Sconica_v3_34367-RA",0,0,0,0,4,2
"Sconica_v3_34475-RA",0,0,0,0,5,1
"Sconica_v3_34634-RA",0,0,0,0,19,14
"Sconica_v3_34772-RA",0,0,0,0,1,6
"Sconica_v3_34819-RA",0,0,0,0,1,0
"Sconica_v3_34853-RA",0,0,0,0,1,0
"Sconica_v3_34992-RA",0,0,0,0,1,3
"Sconica_v3_35028-RA",0,0,0,0,1,1
"Sconica_v3_35100-RA",0,0,0,0,2,1
"Sconica_v3_35141-RA",0,0,0,0,2,5
"Sconica_v3_35248-RA",0,0,0,0,1,1
"Sconica_v3_35318-RA",0,0,0,0,1,1
"Sconica_v3_35334-RA",0,0,0,0,1,0
"Sconica_v3_35375-RA",0,0,0,0,1,0
"Sconica_v3_35439-RA",0,0,0,0,3,0
"Sconica_v3_35599-RA",0,0,0,0,1,0
"Sconica_v3_35613-RA",0,0,0,0,2,0
"Sconica_v3_35632-RA",0,0,0,0,1,2
"Sconica_v3_35665-RA",0,0,0,0,2,8
"Sconica_v3_35700-RA",0,0,0,0,5,6
"Sconica_v3_35730-RA",0,0,0,0,2,1
"Sconica_v3_35731-RA",0,0,0,0,1,0
"Sconica_v3_35769-RA",0,0,0,0,3,0
"Sconica_v3_35796-RA",0,0,0,0,9,10
"Sconica_v3_35824-RA",0,0,0,0,2,6
"Sconica_v3_35858-RA",0,0,0,0,2,6
"Sconica_v3_35880-RA",0,0,0,0,3,3
"Sconica_v3_36037-RA",0,0,0,0,1,2
"Sconica_v3_36091-RA",0,0,0,0,2,2
"Sconica_v3_36096-RA",0,0,0,0,2,5
"Sconica_v3_36192-RA",0,0,0,0,1,2
"Sconica_v3_36226-RA",0,0,0,0,2,0
"Sconica_v3_36253-RA",0,0,0,0,1,6
"Sconica_v3_36394-RA",0,0,0,0,2,0
"Sconica_v3_36446-RA",0,0,0,0,2,0
"Sconica_v3_36603-RA",0,0,0,0,1,2
"Sconica_v3_36606-RA",0,0,0,0,2,4
"Sconica_v3_36607-RA",0,0,0,0,2,3
"Sconica_v3_36620-RA",0,0,0,0,5,0
"Sconica_v3_36743-RA",0,0,0,0,3,6
"Sconica_v3_36866-RA",0,0,0,0,1,1
"Sconica_v3_37120-RA",0,0,0,0,8,11
"Sconica_v3_37137-RA",0,0,0,0,3,1
"Sconica_v3_37163-RA",0,0,0,0,1,2
"Sconica_v3_37266-RA",0,0,0,0,1,4
"Sconica_v3_37281-RA",0,0,0,0,4,4
"Sconica_v3_37313-RA",0,0,0,0,1,7
"Sconica_v3_37317-RA",0,0,0,0,5,4
"Sconica_v3_37474-RA",0,0,0,0,1,0
"Sconica_v3_37527-RA",0,0,0,0,1,0
"Sconica_v3_37549-RA",0,0,0,0,4,2
"Sconica_v3_37556-RA",0,0,0,0,1,1
"Sconica_v3_37633-RA",0,0,0,0,1,2
"Sconica_v3_37770-RA",0,0,0,0,3,0
"Sconica_v3_37780-RA",0,0,0,0,3,9
"Sconica_v3_37911-RA",0,0,0,0,4,4
"Sconica_v3_37939-RA",0,0,0,0,3,1
"Sconica_v3_38048-RA",0,0,0,0,1,0
"Sconica_v3_38064-RA",0,0,0,0,1,7
"Sconica_v3_38217-RA",0,0,0,0,6,9
"Sconica_v3_38444-RA",0,0,0,0,4,0
"Sconica_v3_38539-RA",0,0,0,0,2,3
"Sconica_v3_38571-RA",0,0,0,0,2,2
"Sconica_v3_38579-RA",0,0,0,0,6,8
"Sconica_v3_38646-RA",0,0,0,0,2,7
"Sconica_v3_38749-RA",0,0,0,0,3,3
"Sconica_v3_39169-RA",0,0,0,0,7,6
"Sconica_v3_39383-RA",0,0,0,0,2,2
"Sconica_v3_39803-RA",0,0,0,0,2,5
"Sconica_v3_39885-RA",0,0,0,0,1,1
"Sconica_v3_39909-RA",0,0,0,0,1,0
"Sconica_v3_40053-RA",0,0,0,0,2,5
"Sconica_v3_40094-RA",0,0,0,0,1,3
"Sconica_v3_40122-RA",0,0,0,0,2,1
"Sconica_v3_40130-RA",0,0,0,0,1,0
"Sconica_v3_40132-RA",0,0,0,0,1,1
"Sconica_v3_40171-RA",0,0,0,0,7,10
"Sconica_v3_40187-RA",0,0,0,0,1,0
"Sconica_v3_40218-RA",0,0,0,0,3,5
"Sconica_v3_40270-RA",0,0,0,0,1,1
"Sconica_v3_40301-RA",0,0,0,0,1,2
"Sconica_v3_40386-RA",0,0,0,0,3,3
"Sconica_v3_40395-RA",0,0,0,0,2,2
"Sconica_v3_40500-RA",0,0,0,0,3,0
"Sconica_v3_40710-RA",0,0,0,0,3,6
